x*, y*, z*
2.880260, 20.000000, 2.727646
4.846770, 20.000000, 2.012327
5.462441, 20.000000, -0.444066
2.932317, 20.000000, 2.151453
4.739623, 20.000000, 1.450088
8.607216, 20.000000, 0.698545
2.536818, 20.000000, 1.355141
1.501848, 20.000000, -1.545230
1.623131, 20.000000, 2.030084
2.156523, 20.000000, 1.065442
0.019448, 20.000000, 1.796517
4.860834, 20.000000, 3.378723
4.347837, 20.000000, -1.381207
5.444022, 20.000000, 0.758976
2.002136, 20.000000, 0.466558
-0.005024, 20.000000, 1.606524
3.681451, 20.000000, 0.610928
3.652030, 20.000000, 1.330626
0.674502, 20.000000, 2.516986
3.265046, 20.000000, 0.745308
-0.467826, 20.000000, -0.283553
0.208829, 20.000000, 1.570237
5.195474, 20.000000, 1.088501
1.352932, 20.000000, 0.868598
2.281533, 20.000000, 3.191029
1.120893, 20.000000, 1.103156
2.877066, 20.000000, 0.590580
5.551927, 20.000000, 2.084252
-0.669939, 20.000000, 0.910831
2.427117, 20.000000, 1.806836
3.389048, 20.000000, 1.939044
3.260971, 20.000000, 0.676367
4.909017, 20.000000, 2.488808
3.796839, 20.000000, 2.626900
4.038831, 20.000000, 1.148701
0.961653, 20.000000, 1.934677
4.531145, 20.000000, 2.028380
2.144337, 20.000000, 0.616176
1.650415, 20.000000, -0.192870
0.546593, 20.000000, 2.417471
4.658805, 20.000000, 1.399677
6.373430, 20.000000, 0.475107
4.138780, 20.000000, 0.172629
2.428976, 20.000000, 0.143680
1.171974, 20.000000, 1.615633
3.220659, 20.000000, 0.875286
4.999536, 20.000000, -1.316334
2.944659, 20.000000, 1.892825
6.213612, 20.000000, 0.189170
3.164412, 20.000000, 0.647130
3.838742, 20.000000, 0.811610
3.644651, 20.000000, 1.269629
4.244816, 20.000000, 1.149082
6.179656, 20.000000, 1.552939
4.287743, 20.000000, 0.618672
3.612121, 20.000000, 0.595962
4.588624, 20.000000, -0.171614
4.147581, 20.000000, 0.738275
3.402936, 20.000000, 1.125174
-0.283534, 20.000000, 1.858893
4.497420, 20.000000, 1.016678
3.485878, 20.000000, 0.952468
2.246653, 20.000000, 0.260558
4.857656, 20.000000, 1.856649
4.986103, 20.000000, 2.484853
2.984461, 20.000000, 2.082671
2.408842, 20.000000, -0.713724
1.658604, 20.000000, 0.171069
4.727218, 20.000000, 2.925636
4.457437, 20.000000, 0.025347
2.718344, 20.000000, 1.705954
2.300314, 20.000000, 1.268305
3.682282, 20.000000, 1.430506
3.171938, 20.000000, 1.303303
5.365120, 20.000000, 0.054378
0.733613, 20.000000, 2.692923
3.305002, 20.000000, 1.660170
5.548041, 20.000000, -0.995789
5.989535, 20.000000, 0.756756
1.149757, 20.000000, 2.376534
3.116725, 20.000000, 1.586792
4.083350, 20.000000, 2.297137
2.992802, 20.000000, 1.619273
2.446010, 20.000000, 0.504325
0.784264, 20.000000, 3.245151
-0.131836, 20.000000, 1.698252
2.648367, 20.000000, 1.184908
6.290380, 20.000000, 1.877979
-2.143391, 20.000000, 1.841948
1.472957, 20.000000, 0.724294
3.597590, 20.000000, 2.480443
5.415747, 20.000000, 1.934290
-1.164056, 20.000000, 1.828122
2.937232, 20.000000, -0.635828
3.674962, 20.000000, 2.089602
3.342693, 20.000000, 1.817751
3.339882, 20.000000, 1.521766
2.794037, 20.000000, 1.935927
5.430313, 20.000000, 0.542901
6.023489, 20.000000, 1.702956
2.478269, 20.000000, 1.842998
0.878501, 20.000000, 2.315549
4.826868, 20.000000, 0.533930
3.207044, 20.000000, 1.264108
2.350609, 20.000000, 0.128144
4.178593, 20.000000, 0.399926
4.230633, 20.000000, 3.476291
2.934398, 20.000000, -0.510907
2.897129, 20.000000, 0.318040
3.741692, 20.000000, 0.621504
6.776098, 20.000000, 2.046926
-0.349202, 20.000000, 1.711441
0.609707, 20.000000, 0.731570
1.558734, 20.000000, 2.021908
1.267020, 20.000000, 0.969306
4.774178, 20.000000, 0.319440
1.637952, 20.000000, 1.188642
2.353612, 20.000000, 2.543122
2.756764, 20.000000, 2.121917
2.679626, 20.000000, 0.829235
5.535490, 20.000000, 2.009936
1.961422, 20.000000, -0.291855
2.526809, 20.000000, 1.456479
0.599692, 20.000000, -0.411020
4.092028, 20.000000, 0.476314
2.820860, 20.000000, 2.434350
1.892787, 20.000000, 1.263227
4.686509, 20.000000, 1.691599
6.035866, 20.000000, 2.560060
3.430056, 20.000000, 0.461926
4.465619, 20.000000, -0.112329
3.740714, 20.000000, 0.871954
2.317342, 20.000000, 2.345202
3.362072, 20.000000, -0.829179
2.311585, 20.000000, 2.671841
5.117452, 20.000000, 0.526276
5.698136, 20.000000, 2.378686
1.258754, 20.000000, 1.572639
3.637184, 20.000000, 1.981223
3.016470, 20.000000, 0.807645
0.887979, 20.000000, 0.534536
0.573540, 20.000000, 2.268620
2.829226, 20.000000, 0.137062
1.811600, 20.000000, 0.517240
-0.413127, 20.000000, 0.907667
6.066087, 20.000000, 0.589881
5.156725, 20.000000, 2.012504
2.083248, 20.000000, -0.287302
2.475499, 20.000000, -0.164755
5.087267, 20.000000, 1.104645
3.822073, 20.000000, 0.736407
2.436930, 20.000000, 2.947311
0.807021, 20.000000, -0.418616
2.653631, 20.000000, 1.902175
2.209023, 20.000000, 0.395225
4.567213, 20.000000, -0.595050
5.227981, 20.000000, 3.431229
3.280353, 20.000000, 0.860604
6.187225, 20.000000, 3.957593
2.678427, 20.000000, 1.452671
1.539117, 20.000000, 1.766035
4.634569, 20.000000, 1.962798
4.731295, 20.000000, 1.059377
3.282533, 20.000000, 4.039473
2.561253, 20.000000, 0.571839
2.446861, 20.000000, 1.207255
6.951086, 20.000000, 1.691542
2.169749, 20.000000, 1.266312
4.075519, 20.000000, 0.758270
1.480148, 20.000000, 1.200444
3.617398, 20.000000, 1.537216
3.254389, 20.000000, 3.632933
1.968935, 20.000000, 0.719352
3.352868, 20.000000, 3.715182
5.816166, 20.000000, 1.858086
-0.111189, 20.000000, 2.096260
3.249804, 20.000000, 2.010859
6.324788, 20.000000, 1.457258
3.932504, 20.000000, 1.611186
3.677994, 20.000000, 3.835926
5.614678, 20.000000, 2.996956
4.410802, 20.000000, 1.379189
1.187758, 20.000000, 1.695945
3.566864, 20.000000, 1.209576
1.820959, 20.000000, 2.759782
3.298489, 20.000000, 0.994086
0.442016, 20.000000, 1.301709
3.861658, 20.000000, 2.457808
6.357419, 20.000000, 0.793262
-1.376747, 20.000000, 0.438012
2.812079, 20.000000, 4.210374
2.554586, 20.000000, 2.377753
1.395800, 20.000000, 1.861256
2.663236, 20.000000, -1.315650
2.454082, 20.000000, 2.048369
0.978286, 20.000000, 1.328224
4.337842, 20.000000, 0.480469
0.639172, 20.000000, 0.591093
-1.433971, 20.000000, 2.362826
2.604415, 20.000000, 3.552751
3.726799, 20.000000, 1.635959
-0.365360, 20.000000, 1.451158
3.199415, 20.000000, 0.578533
1.592127, 20.000000, -0.512314
1.686853, 20.000000, 2.276588
3.011492, 20.000000, 1.152384
5.420829, 20.000000, 1.892990
3.072554, 20.000000, 0.860899
3.698899, 20.000000, 0.209744
-0.593405, 20.000000, 1.986308
2.723828, 20.000000, -1.069141
1.574085, 20.000000, 1.775355
2.608475, 20.000000, -0.077905
6.401799, 20.000000, 0.359842
7.018531, 20.000000, 2.620176
0.583519, 20.000000, 1.705686
2.492976, 20.000000, 1.452480
5.084147, 20.000000, 1.033012
1.881793, 20.000000, 1.126744
2.948682, 20.000000, 0.903566
5.205861, 20.000000, 1.003955
3.203725, 20.000000, 1.880064
0.495361, 20.000000, 2.241148
5.576135, 20.000000, 0.830000
4.247015, 20.000000, 0.621511
2.043078, 20.000000, 0.646507
0.264375, 20.000000, 2.094067
5.059170, 20.000000, 0.117957
4.510075, 20.000000, -0.333080
2.560306, 20.000000, 1.475542
2.991072, 20.000000, 2.970639
4.460916, 20.000000, -0.012575
4.908610, 20.000000, -0.602091
4.681046, 20.000000, 0.588442
1.549875, 20.000000, 1.062367
2.638112, 20.000000, 2.001109
6.552530, 20.000000, 1.718695
1.906079, 20.000000, 1.044849
2.658830, 20.000000, 1.928595
1.675523, 20.000000, 0.807587
2.170251, 20.000000, 3.044797
2.704482, 20.000000, 1.361399
5.799057, 20.000000, 2.385770
2.235910, 20.000000, 0.559712
2.328894, 20.000000, 0.344690
2.270410, 20.000000, 1.412164
3.127282, 20.000000, 2.018808
3.527169, 20.000000, 2.236718
3.586711, 20.000000, 1.487922
7.008807, 20.000000, 2.088669
1.871890, 20.000000, -0.146346
1.003713, 20.000000, 3.339068
0.641629, 20.000000, 0.583521
2.023669, 20.000000, 2.490570
3.414401, 20.000000, 1.746394
-1.815991, 20.000000, 2.179265
1.975594, 20.000000, 0.330543
4.251398, 20.000000, -0.242532
2.173097, 20.000000, 2.198332
-0.299106, 20.000000, 1.527152
3.353290, 20.000000, 1.778980
5.031405, 20.000000, 1.481239
3.184087, 20.000000, 2.469110
3.617518, 20.000000, 1.088865
6.528880, 20.000000, 1.158305
5.233351, 20.000000, 1.641155
3.820043, 20.000000, -0.385928
0.710062, 20.000000, 3.247330
4.619258, 20.000000, 1.909672
0.393671, 20.000000, 1.657830
2.782786, 20.000000, 1.826715
3.142074, 20.000000, 2.022444
3.458722, 20.000000, 1.041930
3.548715, 20.000000, 0.903986
6.543279, 20.000000, 1.279939
0.394011, 20.000000, 0.722172
2.869320, 20.000000, 1.822951
3.409904, 20.000000, 2.087095
3.154179, 20.000000, 1.569659
0.367960, 20.000000, 0.129719
4.241458, 20.000000, 1.061587
2.208718, 20.000000, 1.469770
0.331404, 20.000000, 1.773433
1.547206, 20.000000, 2.063018
2.112788, 20.000000, 1.310777
4.321691, 20.000000, 2.067190
1.459186, 20.000000, 1.798548
2.287433, 20.000000, 3.062127
-0.547759, 20.000000, 0.715720
3.026156, 20.000000, 1.734077
-1.320563, 20.000000, 0.401480
3.064010, 20.000000, 3.233896
1.567756, 20.000000, 2.144101
3.714869, 20.000000, 1.435233
5.852145, 20.000000, 0.812758
2.095521, 20.000000, 2.883238
2.721207, 20.000000, 1.965534
1.672758, 20.000000, 1.810265
6.231132, 20.000000, 0.947156
0.599376, 20.000000, 1.230931
4.299358, 20.000000, 1.387985
0.654792, 20.000000, 1.922584
5.833331, 20.000000, 3.043992
1.297132, 20.000000, 1.508297
3.364475, 20.000000, 2.419149
2.051751, 20.000000, 0.819928
8.690951, 20.000000, 1.335334
3.913219, 20.000000, 0.878779
2.319557, 20.000000, 1.177474
2.953895, 20.000000, 2.802306
4.189063, 20.000000, -0.052510
9.542601, 20.000000, -0.219407
0.875193, 20.000000, 0.987292
2.101544, 20.000000, 2.354016
0.574308, 20.000000, 2.385882
4.578635, 20.000000, 0.815687
5.089780, 20.000000, 0.634504
4.429895, 20.000000, 0.652796
3.085083, 20.000000, 1.792055
0.875607, 20.000000, 2.122461
4.045455, 20.000000, 0.429894
0.491807, 20.000000, 1.779163
2.147339, 20.000000, 1.356053
4.386967, 20.000000, 0.278447
4.069898, 20.000000, 4.588596
1.453008, 20.000000, 2.723883
4.937290, 20.000000, 0.135631
4.004637, 20.000000, 0.876295
1.371097, 20.000000, 3.106197
2.336581, 20.000000, 0.413029
4.001412, 20.000000, 2.045763
-0.456727, 20.000000, 2.260134
1.162555, 20.000000, 1.339522
1.264419, 20.000000, 1.894952
5.395530, 20.000000, 0.453145
0.890832, 20.000000, -0.224734
2.068541, 20.000000, -0.422701
3.675363, 20.000000, 2.245734
0.258633, 20.000000, 0.325082
2.770938, 20.000000, 2.205337
3.829024, 20.000000, -0.498889
3.964067, 20.000000, 2.007669
4.396522, 20.000000, 1.355403
3.760410, 20.000000, 0.378994
2.106864, 20.000000, 2.217334
4.457311, 20.000000, 1.829950
3.490988, 20.000000, 2.071992
2.053566, 20.000000, 0.305000
3.423516, 20.000000, 1.447055
3.905692, 20.000000, 0.999544
2.385184, 20.000000, 1.286232
1.705061, 20.000000, 0.828118
3.365383, 20.000000, 3.223230
1.543897, 20.000000, 0.795785
2.008495, 20.000000, 0.045465
1.839940, 20.000000, 0.613528
4.519279, 20.000000, -0.386887
1.641618, 20.000000, 2.590409
3.001868, 20.000000, 1.603597
2.703620, 20.000000, 0.436436
1.995511, 20.000000, 1.946497
1.779368, 20.000000, -0.485985
3.342346, 20.000000, 2.019402
6.656919, 20.000000, 3.160246
1.645164, 20.000000, -0.197196
4.928677, 20.000000, -0.596082
7.507518, 20.000000, -0.478553
5.990261, 20.000000, 1.013034
5.258602, 20.000000, 1.767414
3.399529, 20.000000, 2.555829
4.528392, 20.000000, 2.125514
5.247083, 20.000000, 1.483930
1.090490, 20.000000, 1.169692
-0.127797, 20.000000, 2.675557
2.516051, 20.000000, -0.097772
3.094915, 20.000000, -0.292989
0.506788, 20.000000, 1.717634
-0.498342, 20.000000, 0.820749
2.256977, 20.000000, 3.045199
2.232696, 20.000000, 2.321882
0.366568, 20.000000, 1.424975
5.454319, 20.000000, 0.155704
4.273638, 20.000000, 0.850099
5.343315, 20.000000, 2.250603
2.627057, 20.000000, 1.923371
-0.405755, 20.000000, 2.104536
0.608155, 20.000000, 0.388425
5.395622, 20.000000, 1.061804
4.946629, 20.000000, 0.082431
3.513061, 20.000000, 3.878288
3.481017, 20.000000, 3.440368
3.961218, 20.000000, 1.275184
2.196949, 20.000000, -0.091903
2.694619, 20.000000, 1.419878
1.649761, 20.000000, -0.589152
4.725497, 20.000000, 0.195903
2.866928, 20.000000, 0.612648
3.375001, 20.000000, 2.392510
-2.665272, 20.000000, 0.308652
3.041232, 20.000000, -0.218053
7.038144, 20.000000, -1.167870
3.190939, 20.000000, 1.658476
6.193373, 20.000000, 0.761116
3.600836, 20.000000, 1.506297
4.893207, 20.000000, 1.069408
2.662757, 20.000000, 0.247465
-0.152456, 20.000000, 1.886391
4.772266, 20.000000, 0.911525
3.768886, 20.000000, 1.380596
6.095792, 20.000000, 1.165886
3.236888, 20.000000, 0.074367
3.505155, 20.000000, 1.567512
6.999294, 20.000000, 2.591474
3.617322, 20.000000, 1.878290
5.926917, 20.000000, 2.915819
2.071993, 20.000000, 0.599987
3.929782, 20.000000, 0.251282
4.376701, 20.000000, 2.614534
1.789299, 20.000000, 2.381535
0.278113, 20.000000, 1.299867
0.920924, 20.000000, 3.562609
3.277194, 20.000000, -0.170571
4.913044, 20.000000, 0.928362
4.034016, 20.000000, -1.059513
4.226789, 20.000000, 0.433712
-0.925337, 20.000000, 1.830476
2.776726, 20.000000, 0.891340
2.881333, 20.000000, 2.705067
2.606410, 20.000000, 2.337052
5.223124, 20.000000, -0.252190
0.934582, 20.000000, 0.471632
2.099702, 20.000000, 1.238235
-0.132539, 20.000000, 2.668009
0.715420, 20.000000, 0.607316
4.572079, 20.000000, 0.324209
2.892288, 20.000000, 0.925450
4.223914, 20.000000, 0.785319
4.872551, 20.000000, 2.455101
2.200021, 20.000000, 1.423536
0.932631, 20.000000, 1.589193
4.729042, 20.000000, 0.964121
2.838534, 20.000000, 1.115105
2.065067, 20.000000, 1.450196
2.733040, 20.000000, 0.778519
5.206636, 20.000000, -0.383352
1.906498, 20.000000, 0.800011
3.378077, 20.000000, 0.340208
5.439407, 20.000000, 1.175020
2.178915, 20.000000, 0.956116
0.067130, 20.000000, 0.839761
1.646712, 20.000000, 1.143854
5.213697, 20.000000, 1.912450
5.244879, 20.000000, 1.261922
1.764925, 20.000000, 1.881538
1.735598, 20.000000, -0.362475
3.838125, 20.000000, 1.674248
2.499532, 20.000000, 2.104173
1.164816, 20.000000, 2.106701
-1.082567, 20.000000, -0.379413
3.840021, 20.000000, 1.412074
7.264893, 20.000000, 1.970199
2.864929, 20.000000, -0.384879
2.528567, 20.000000, 2.131226
1.470937, 20.000000, -0.578374
3.802382, 20.000000, 2.326171
1.526203, 20.000000, 2.082822
4.672036, 20.000000, 1.203193
2.669532, 20.000000, -0.172246
4.431957, 20.000000, 1.066759
2.410478, 20.000000, 2.028029
1.790217, 20.000000, 1.195579
3.163187, 20.000000, 0.637816
1.369604, 20.000000, 3.355235
2.448387, 20.000000, 3.491696
4.491886, 20.000000, -0.477504
2.929526, 20.000000, 0.492050
2.423995, 20.000000, 1.150511
2.254820, 20.000000, 2.522114
-0.890474, 20.000000, 1.078342
2.781086, 20.000000, 0.848138
5.373846, 20.000000, 0.457786
3.604022, 20.000000, 2.670382
1.283077, 20.000000, 0.935043
2.869438, 20.000000, 0.570807
4.445582, 20.000000, 0.894024
8.999515, 20.000000, 0.088440
3.483155, 20.000000, 0.292834
3.055325, 20.000000, 0.349284
2.012845, 20.000000, 1.443793
3.200883, 20.000000, 1.993879
2.060254, 20.000000, 1.696508
3.194002, 20.000000, 2.425017
3.989683, 20.000000, 1.081230
2.116238, 20.000000, 2.018879
6.560410, 20.000000, 1.753146
-0.294137, 20.000000, 1.413108
-0.344332, 20.000000, 2.718456
4.390924, 20.000000, 3.029596
3.983291, 20.000000, 1.693044
1.632045, 20.000000, 4.083240
4.795144, 20.000000, 2.518196
3.573116, 20.000000, 2.013580
2.543014, 20.000000, 1.501904
2.996228, 20.000000, 1.777503
0.626454, 20.000000, -0.177884
3.207620, 20.000000, 1.795397
1.027885, 20.000000, -2.287022
1.556476, 20.000000, 2.952000
4.328535, 20.000000, 0.009427
2.734781, 20.000000, 1.141330
5.717488, 20.000000, -0.145158
4.436548, 20.000000, 1.247940
2.261302, 20.000000, 1.129512
1.860201, 20.000000, 2.913894
1.834908, 20.000000, -1.406110
3.933112, 20.000000, 1.131408
3.874872, 20.000000, 0.591001
0.232019, 20.000000, 2.324984
0.052530, 20.000000, 0.886808
4.605894, 20.000000, 1.874134
2.846181, 20.000000, 2.495364
2.694160, 20.000000, 0.655757
5.965151, 20.000000, 0.585383
1.144272, 20.000000, 1.033244
1.142682, 20.000000, 1.113990
1.024554, 20.000000, -1.613136
6.280935, 20.000000, 1.823897
0.568861, 20.000000, 1.046562
2.409980, 20.000000, 3.492011
1.899773, 20.000000, 1.426181
2.350651, 20.000000, -0.762425
1.622406, 20.000000, 1.280446
2.385162, 20.000000, 2.426345
4.009461, 20.000000, 3.150618
1.559002, 20.000000, 1.363177
1.376052, 20.000000, 0.131637
4.052065, 20.000000, 1.412153
1.436653, 20.000000, 0.861770
5.060391, 20.000000, 1.238328
3.744980, 20.000000, 2.426524
3.493556, 20.000000, 1.739746
3.776276, 20.000000, 2.858760
0.911056, 20.000000, 2.763846
4.992420, 20.000000, 0.401964
5.009142, 20.000000, 1.120451
4.043177, 20.000000, 0.409348
3.494886, 20.000000, -0.755471
4.128368, 20.000000, 4.116601
3.011021, 20.000000, 0.849128
2.182993, 20.000000, 1.921805
3.941496, 20.000000, 2.443439
4.170091, 20.000000, 1.372830
3.695726, 20.000000, 0.954244
2.078383, 20.000000, 0.019720
3.519782, 20.000000, 2.456296
4.039964, 20.000000, 0.717827
1.922677, 20.000000, 1.286625
0.123349, 20.000000, 0.617431
2.865831, 20.000000, 0.992625
3.535813, 20.000000, 0.314148
3.954737, 20.000000, 0.256521
6.156924, 20.000000, 1.795266
2.373924, 20.000000, 1.949589
4.938691, 20.000000, 0.339112
1.786280, 20.000000, 1.252552
1.042021, 20.000000, 2.690486
4.352719, 20.000000, 2.341569
0.488777, 20.000000, -0.188387
2.166650, 20.000000, 1.476028
2.282747, 20.000000, -0.993447
-0.704253, 20.000000, 0.653772
3.926297, 20.000000, 3.074509
5.165598, 20.000000, 2.077906
4.620860, 20.000000, -0.169116
4.327953, 20.000000, 1.245285
5.802841, 20.000000, 0.779165
2.549349, 20.000000, 2.964571
3.652288, 20.000000, 1.886878
6.379582, 20.000000, 0.328978
1.289047, 20.000000, 0.219603
6.217909, 20.000000, 2.136552
-0.153798, 20.000000, 1.694454
2.940739, 20.000000, 1.073064
7.230034, 20.000000, 2.091024
4.742603, 20.000000, 0.433306
2.648331, 20.000000, 2.031305
0.640435, 20.000000, 2.579665
4.589730, 20.000000, 1.382470
3.314253, 20.000000, 1.494791
4.854328, 20.000000, 1.109174
3.627545, 20.000000, 0.827977
2.167235, 20.000000, 0.662458
1.606585, 20.000000, 1.534864
6.197378, 20.000000, 0.710411
0.927076, 20.000000, 1.282867
0.764062, 20.000000, 0.587982
3.800132, 20.000000, 0.577206
3.420909, 20.000000, 3.447952
1.106241, 20.000000, 3.211071
1.906757, 20.000000, 0.976667
2.480416, 20.000000, 2.946141
-0.004992, 20.000000, 1.163313
1.201177, 20.000000, 2.162701
2.734035, 20.000000, 1.713424
2.202037, 20.000000, 0.452243
3.533374, 20.000000, 2.071373
3.622368, 20.000000, 1.650138
1.505253, 20.000000, 0.328129
4.768075, 20.000000, 0.322995
3.004910, 20.000000, 0.855083
5.067485, 20.000000, 1.095409
0.203430, 20.000000, 0.506003
4.230327, 20.000000, 2.334224
5.376138, 20.000000, 1.088782
5.150324, 20.000000, 0.997333
-1.152034, 20.000000, 2.862726
2.208877, 20.000000, 0.950407
2.947746, 20.000000, 1.608703
3.629646, 20.000000, 1.886226
3.333418, 20.000000, 1.490340
3.175299, 20.000000, 1.996862
0.435724, 20.000000, 1.353447
5.068779, 20.000000, 0.817212
5.354023, 20.000000, -0.348043
1.174344, 20.000000, -0.138154
-0.724330, 20.000000, 1.089046
2.868734, 20.000000, 1.310588
5.285764, 20.000000, 0.846978
4.215667, 20.000000, 2.009782
3.214644, 20.000000, 0.672513
4.336363, 20.000000, 1.868958
0.274446, 20.000000, 2.352841
2.420102, 20.000000, 1.189729
4.449146, 20.000000, 1.523619
4.877599, 20.000000, 2.142912
3.527491, 20.000000, 1.086149
2.288791, 20.000000, 0.693215
4.413913, 20.000000, 0.904962
4.062219, 20.000000, 0.650123
2.636444, 20.000000, 1.210911
4.313602, 20.000000, 0.091894
3.683372, 20.000000, 0.878210
4.214837, 20.000000, 1.473123
1.671342, 20.000000, 1.093013
2.350827, 20.000000, 0.708640
2.175403, 20.000000, 0.150940
5.558879, 20.000000, -1.291499
2.282273, 20.000000, 0.482271
1.379873, 20.000000, -0.076676
4.508746, 20.000000, 0.103951
-1.957553, 20.000000, 3.686827
1.223225, 20.000000, 2.771507
3.678117, 20.000000, 0.135293
4.798395, 20.000000, 0.499054
4.754073, 20.000000, 1.653518
4.717797, 20.000000, 0.426561
0.431536, 20.000000, 1.331983
3.079988, 20.000000, 3.034420
1.565604, 20.000000, 1.542197
2.131245, 20.000000, 2.839313
-1.353765, 20.000000, 1.395545
2.795090, 20.000000, 0.880781
1.721331, 20.000000, 2.912710
4.751999, 20.000000, 0.073692
1.520462, 20.000000, 1.738180
5.639166, 20.000000, 1.666645
2.833733, 20.000000, -1.581060
2.809295, 20.000000, 2.706506
5.596380, 20.000000, 0.394845
-0.664272, 20.000000, 4.201418
6.239891, 20.000000, 1.354440
-0.702727, 20.000000, 0.719153
2.399816, 20.000000, 1.819220
3.753203, 20.000000, -1.078300
2.119853, 20.000000, 0.949560
3.319868, 20.000000, 2.268512
1.752872, 20.000000, 1.467601
3.547860, 20.000000, 0.680083
0.923022, 20.000000, 2.311507
0.937726, 20.000000, 2.624939
1.361190, 20.000000, 2.943864
1.498015, 20.000000, 0.459583
5.524000, 20.000000, 0.068038
1.860379, 20.000000, 1.813748
3.854164, 20.000000, 0.491058
3.224599, 20.000000, 2.272692
4.035973, 20.000000, 0.564732
2.475355, 20.000000, 3.008376
0.331634, 20.000000, -0.552750
2.127418, 20.000000, 1.359329
-2.407687, 20.000000, 2.018413
3.017183, 20.000000, 2.479223
2.755805, 20.000000, 2.030970
1.825792, 20.000000, 0.906571
1.893377, 20.000000, 1.519908
3.498431, 20.000000, 0.827650
6.358974, 20.000000, 0.598433
5.349498, 20.000000, 0.327674
1.949300, 20.000000, 2.056485
3.503629, 20.000000, 1.532701
4.328247, 20.000000, 0.897095
3.363349, 20.000000, 0.416323
2.460784, 20.000000, 1.697057
2.536799, 20.000000, 2.080447
6.042832, 20.000000, 2.051565
-0.818969, 20.000000, 1.462359
3.525704, 20.000000, 0.666783
4.789423, 20.000000, 2.788623
3.103472, 20.000000, -0.740289
4.470682, 20.000000, 0.645082
0.060620, 20.000000, 3.748136
1.917501, 20.000000, 2.581777
4.323333, 20.000000, 3.260353
4.540812, 20.000000, 0.772596
4.479862, 20.000000, 0.132871
4.803259, 20.000000, 1.110441
2.150573, 20.000000, 2.351835
1.663369, 20.000000, 3.834048
6.372015, 20.000000, 0.216661
-0.514766, 20.000000, 0.445525
1.805760, 20.000000, 1.900243
3.816480, 20.000000, 2.034346
1.849917, 20.000000, 1.687117
4.995352, 20.000000, 0.989617
5.388101, 20.000000, -0.161607
4.485191, 20.000000, 1.648340
0.449593, 20.000000, 0.194528
4.528235, 20.000000, 2.819674
2.926580, 20.000000, 1.365766
0.854579, 20.000000, 2.321737
3.367711, 20.000000, 0.510406
5.069043, 20.000000, 1.053584
5.279348, 20.000000, -0.196335
3.316280, 20.000000, 0.982202
1.807491, 20.000000, 2.908179
7.728878, 20.000000, 0.283082
3.519967, 20.000000, 1.115366
0.960477, 20.000000, 1.079134
5.068163, 20.000000, 2.386682
1.764432, 20.000000, 2.058431
4.246296, 20.000000, -0.599586
3.847763, 20.000000, 1.495166
1.226123, 20.000000, 0.561745
7.185092, 20.000000, 2.439249
3.773856, 20.000000, 0.314053
2.591800, 20.000000, 0.568020
2.659556, 20.000000, 3.057650
2.410467, 20.000000, 0.907812
4.410580, 20.000000, 3.120983
6.238029, 20.000000, 0.105690
4.767917, 20.000000, 3.391850
0.601412, 20.000000, 0.128074
-0.711857, 20.000000, 1.103567
4.671272, 20.000000, 0.795437
2.337740, 20.000000, -0.645515
3.244101, 20.000000, 1.987154
5.797660, 20.000000, 0.745183
5.644081, 20.000000, 0.492753
-1.901344, 20.000000, 1.077756
1.051860, 20.000000, 2.339652
1.909044, 20.000000, 1.355352
4.051308, 20.000000, 1.666621
3.778902, 20.000000, 3.082201
5.385310, 20.000000, 1.156900
1.403002, 20.000000, 2.320798
2.500591, 20.000000, 3.062521
1.175512, 20.000000, -0.523133
4.493433, 20.000000, 1.828955
2.547426, 20.000000, 1.692935
1.357949, 20.000000, 3.305602
4.870917, 20.000000, 2.247366
3.370543, 20.000000, 1.197283
-0.141626, 20.000000, 1.525087
-1.073383, 20.000000, 1.057820
2.725407, 20.000000, -0.389901
0.416422, 20.000000, 2.567369
3.286030, 20.000000, 1.472885
4.205273, 20.000000, 1.397857
3.559807, 20.000000, 0.165146
2.791231, 20.000000, 1.786000
0.010285, 20.000000, 0.903335
5.504229, 20.000000, 1.524115
0.516626, 20.000000, 0.685073
6.424773, 20.000000, 0.064245
2.436394, 20.000000, 2.229246
1.650732, 20.000000, 0.929231
4.053840, 20.000000, 2.472223
3.383694, 20.000000, 0.259794
-1.357008, 20.000000, 1.347569
2.628302, 20.000000, 0.475328
3.882759, 20.000000, 1.582191
2.673620, 20.000000, 0.190143
5.843943, 20.000000, 0.867562
4.589090, 20.000000, 1.936099
5.058493, 20.000000, 1.689808
0.218567, 20.000000, 2.406906
2.896311, 20.000000, 1.930957
6.900572, 20.000000, 3.476190
1.929535, 20.000000, 1.213223
2.516564, 20.000000, 2.088790
3.498452, 20.000000, 1.455781
5.279900, 20.000000, -0.542173
3.203896, 20.000000, 2.742152
0.176608, 20.000000, 1.681184
5.496256, 20.000000, 1.183393
1.753806, 20.000000, 2.135365
-0.255282, 20.000000, 1.456799
1.023266, 20.000000, 1.863538
5.072363, 20.000000, 0.725983
3.045803, 20.000000, 0.970572
3.871008, 20.000000, 1.250743
2.133830, 20.000000, 1.347542
3.720766, 20.000000, 1.032517
1.833734, 20.000000, 2.279241
4.242295, 20.000000, 0.593416
5.648798, 20.000000, 2.621183
0.648745, 20.000000, 2.862369
2.805324, 20.000000, 0.790936
4.939623, 20.000000, 0.988148
3.476779, 20.000000, 1.822939
